RK,Team,Year,G,W,L,Conf,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS
12,Atlanta Hawks*,2016,82,48,34,East,241.8,38.6,84.4,.458,9.9,28.4,.350,28.7,56.1,.512,15.6,20.0,.783,8.3,33.8,25.6,9.1,5.9,15.0,19.1,102.8
13,Toronto Raptors*,2016,82,56,26,East,241.2,36.7,81.3,.451,8.6,23.4,.370,28.0,58.0,.483,20.8,26.7,.777,10.2,33.2,18.7,7.8,5.5,13.1,19.6,102.7
14,New Orleans Pelicans,2016,82,30,52,West,241.2,38.5,85.9,.448,8.6,23.8,.360,29.9,62.1,.482,17.3,22.2,.776,9.5,33.1,22.2,7.7,4.2,13.4,20.9,102.7
15,Minnesota Timberwolves,2016,82,29,53,West,242.4,37.7,81.3,.464,5.5,16.4,.338,32.2,64.9,.496,21.4,27.0,.792,10.0,31.5,23.4,8.0,4.6,15.0,20.7,102.4
16,Dallas Mavericks*,2016,82,42,40,West,244.0,37.4,84.1,.444,9.8,28.6,.344,27.5,55.6,.495,17.7,22.3,.794,9.2,33.9,22.1,6.8,3.7,12.8,19.5,102.3
17,Indiana Pacers*,2016,82,45,37,East,242.4,38.3,85.2,.450,8.1,23.0,.351,30.2,62.1,.486,17.4,22.8,.764,10.3,33.9,21.2,9.0,4.8,14.9,20.0,102.2
18,Orlando Magic,2016,82,35,47,East,242.7,39.5,86.8,.455,7.8,22.2,.350,31.8,64.7,.492,15.2,20.1,.757,10.3,33.0,23.6,8.2,5.1,14.1,20.7,102.1
19,Detroit Pistons*,2016,82,44,38,East,242.4,37.9,86.4,.439,9.0,26.2,.345,28.9,60.2,.480,17.1,25.5,.668,12.5,33.9,19.4,7.0,3.7,13.5,19.0,102.0
20,Denver Nuggets,2016,82,33,49,West,241.8,37.7,85.4,.442,8.0,23.7,.338,29.7,61.7,.482,18.5,24.1,.766,11.5,33.1,22.7,7.4,4.8,14.7,21.0,101.9
21,Chicago Bulls,2016,82,42,40,East,242.7,38.6,87.4,.441,7.9,21.4,.371,30.7,66.1,.464,16.5,21.0,.787,11.1,35.2,22.8,6.0,5.7,13.9,18.8,101.6
22,Phoenix Suns,2016,82,23,59,West,240.3,37.2,85.6,.435,9.0,25.8,.348,28.2,59.8,.472,17.5,23.2,.751,11.5,33.3,20.7,7.7,3.8,17.2,22.7,100.9
23,Miami Heat*,2016,82,48,34,East,241.8,38.4,81.7,.470,6.1,18.0,.336,32.3,63.6,.508,17.1,23.0,.744,9.8,34.3,20.8,6.7,6.5,14.1,18.3,100.0
24,Memphis Grizzlies*,2016,82,42,40,West,241.8,36.8,83.6,.440,6.1,18.5,.331,30.7,65.1,.471,19.3,24.7,.783,11.2,30.5,20.7,8.8,4.3,13.3,21.7,99.1
25,Milwaukee Bucks,2016,82,33,49,East,241.8,38.4,82.2,.467,5.4,15.6,.345,33.0,66.6,.495,17.0,22.7,.747,10.5,31.2,23.1,8.2,5.8,15.2,20.7,99.0
26,Brooklyn Nets,2016,82,21,61,East,240.9,38.2,84.4,.453,6.5,18.4,.352,31.8,66.0,.481,15.7,20.7,.757,10.5,31.9,22.3,7.6,4.0,14.8,18.0,98.6
27,New York Knicks,2016,82,32,50,East,241.5,36.9,84.0,.439,7.4,21.5,.346,29.4,62.5,.471,17.2,21.4,.805,10.4,34.0,20.5,5.7,5.7,13.4,19.7,98.4
28,Utah Jazz,2016,82,40,42,West,243.4,36.1,80.4,.449,8.5,23.9,.355,27.6,56.5,.488,17.1,23.0,.744,10.7,32.5,19.0,7.7,5.2,14.9,20.2,97.7
29,Philadelphia 76ers,2016,82,10,72,East,241.5,36.2,84.0,.431,9.3,27.5,.339,26.9,56.5,.476,15.7,22.6,.694,9.5,31.8,21.5,8.3,6.0,16.4,21.7,97.4
30,Los Angeles Lakers,2016,82,17,65,West,240.6,35.1,84.8,.414,7.8,24.6,.317,27.3,60.2,.454,19.3,24.7,.781,10.7,32.3,18.0,7.2,4.1,13.7,20.3,97.3
1,Golden State Warriors*,2017,82,67,15,West,241.2,43.1,87.1,.495,12.0,31.2,.383,31.1,55.8,.557,17.8,22.6,.788,9.4,35.0,30.4,9.6,6.8,14.8,19.3,115.9
2,Houston Rockets*,2017,82,55,27,West,241.2,40.3,87.2,.462,14.4,40.3,.357,25.9,46.9,.552,20.3,26.5,.766,10.9,33.5,25.2,8.2,4.3,15.1,19.9,115.3
3,Denver Nuggets,2017,82,40,42,West,240.9,41.2,87.7,.469,10.6,28.8,.368,30.6,58.9,.519,18.7,24.2,.774,11.8,34.6,25.3,6.9,3.9,15.0,19.1,111.7
4,Cleveland Cavaliers*,2017,82,51,31,East,242.4,39.9,84.9,.470,13.0,33.9,.384,26.9,51.0,.528,17.5,23.3,.748,9.3,34.4,22.7,6.6,4.0,13.7,18.1,110.3
5,Washington Wizards*,2017,82,49,33,East,242.1,41.3,87.0,.475,9.2,24.8,.372,32.1,62.3,.515,17.3,22.1,.784,10.3,32.6,23.9,8.5,4.1,14.2,21.3,109.2
6,Los Angeles Clippers*,2017,82,51,31,West,240.9,39.5,83.2,.475,10.3,27.4,.375,29.3,55.8,.525,19.3,26.0,.745,9.0,34.0,22.5,7.5,4.2,13.0,19.8,108.7
7,Boston Celtics*,2017,82,53,29,East,240.9,38.6,85.1,.454,12.0,33.4,.359,26.6,51.7,.515,18.7,23.2,.807,9.1,32.9,25.2,7.5,4.1,13.3,20.6,108.0
8,Portland Trail Blazers*,2017,82,41,41,West,243.0,39.5,86.1,.459,10.4,27.7,.375,29.2,58.4,.499,18.5,23.7,.780,10.1,33.5,21.1,7.0,5.0,13.7,21.2,107.9
9,Phoenix Suns,2017,82,24,58,West,241.8,39.9,88.5,.450,7.5,22.6,.332,32.4,65.9,.491,20.4,26.3,.776,11.9,33.1,19.6,8.2,4.9,15.4,24.8,107.7
10,Toronto Raptors*,2017,82,51,31,East,241.2,39.2,84.4,.464,8.8,24.3,.363,30.3,60.0,.505,19.7,24.7,.796,10.6,32.6,18.5,8.3,4.9,12.7,20.8,106.9
11,Oklahoma City Thunder*,2017,82,47,35,West,241.5,39.5,87.4,.452,8.4,25.8,.327,31.0,61.6,.504,19.2,25.8,.745,12.2,34.4,21.0,7.9,5.0,15.0,20.9,106.6
12,Brooklyn Nets,2017,82,20,62,East,240.9,37.8,85.2,.444,10.7,31.6,.338,27.1,53.6,.506,19.4,24.6,.788,8.8,35.1,21.4,7.2,4.7,16.5,21.0,105.8
13,Minnesota Timberwolves,2017,82,31,51,West,241.5,39.5,84.4,.467,7.3,21.0,.349,32.1,63.4,.507,19.3,24.2,.799,11.4,31.0,23.7,8.0,4.5,14.0,20.1,105.6
14,San Antonio Spurs*,2017,82,61,21,West,241.5,39.3,83.7,.469,9.2,23.5,.391,30.1,60.2,.500,17.6,22.0,.797,10.0,33.9,23.8,8.0,5.9,13.4,18.3,105.3
15,Indiana Pacers*,2017,82,42,40,East,242.1,39.3,84.5,.465,8.6,23.0,.376,30.6,61.5,.498,17.9,22.1,.810,9.0,33.0,22.5,8.2,5.0,13.8,19.5,105.1
16,Charlotte Hornets,2017,82,36,46,East,241.8,37.7,85.4,.442,10.0,28.6,.351,27.7,56.7,.488,19.4,23.8,.815,8.8,34.8,23.1,7.0,4.8,11.5,16.6,104.9
17,Los Angeles Lakers,2017,82,26,56,West,240.3,39.3,87.4,.450,8.9,25.7,.346,30.4,61.6,.493,17.0,22.6,.754,11.4,32.1,20.9,8.2,3.9,15.2,20.7,104.6
18,New Orleans Pelicans,2017,82,34,48,West,242.7,39.1,87.0,.450,9.4,26.8,.350,29.8,60.2,.495,16.7,22.3,.750,8.6,35.1,22.8,7.8,5.5,12.9,18.2,104.3
19,New York Knicks,2017,82,31,51,East,242.1,39.6,88.5,.447,8.6,24.7,.348,31.0,63.8,.485,16.6,21.1,.788,12.0,33.2,21.8,7.1,5.5,13.9,20.3,104.3
20,Milwaukee Bucks*,2017,82,42,40,East,241.2,38.8,81.9,.474,8.8,23.7,.370,30.0,58.2,.516,17.2,22.4,.768,8.8,31.6,24.2,8.1,5.3,14.0,20.2,103.6
21,Atlanta Hawks*,2017,82,43,39,East,242.4,38.1,84.4,.451,8.9,26.1,.341,29.2,58.3,.501,18.1,24.9,.728,10.3,34.1,23.6,8.2,4.8,15.8,18.2,103.2
22,Miami Heat,2017,82,41,41,East,241.2,39.0,85.8,.455,9.9,27.0,.365,29.2,58.8,.496,15.2,21.6,.706,10.6,33.0,21.2,7.2,5.7,13.4,20.5,103.2
23,Chicago Bulls*,2017,82,41,41,East,241.2,38.6,87.1,.444,7.6,22.3,.340,31.0,64.8,.479,18.0,22.5,.798,12.2,34.1,22.6,7.8,4.8,13.6,17.7,102.9
24,Sacramento Kings,2017,82,32,50,West,242.4,37.9,82.1,.461,9.0,23.9,.376,28.9,58.2,.496,18.1,23.3,.775,8.7,32.3,22.5,7.6,4.0,14.6,20.3,102.8
25,Philadelphia 76ers,2017,82,28,54,East,241.8,37.7,85.3,.442,10.1,29.8,.340,27.5,55.5,.496,17.0,22.0,.771,9.8,33.0,23.8,8.4,5.1,16.7,21.9,102.4
26,Detroit Pistons,2017,82,37,45,East,241.5,39.9,88.8,.449,7.7,23.4,.330,32.2,65.5,.492,13.9,19.3,.719,11.1,34.6,21.1,7.0,3.8,11.9,17.9,101.3
27,Orlando Magic,2017,82,29,53,East,241.5,38.3,87.0,.440,8.5,26.1,.328,29.7,60.9,.488,16.0,21.4,.747,9.8,33.3,22.2,7.1,4.8,13.3,19.3,101.1
28,Utah Jazz*,2017,82,51,31,West,240.9,37.0,79.5,.466,9.6,26.0,.372,27.3,53.5,.511,17.1,22.9,.747,9.4,33.8,20.1,6.7,5.0,13.6,18.8,100.7
29,Memphis Grizzlies*,2017,82,43,39,West,242.7,36.4,83.6,.435,9.4,26.5,.354,27.0,57.1,.473,18.3,23.4,.784,10.8,32.0,21.3,8.0,4.2,12.9,22.4,100.5
30,Dallas Mavericks,2017,82,33,49,West,241.2,36.2,82.3,.440,10.7,30.2,.355,25.5,52.2,.489,14.8,18.5,.801,7.9,30.7,20.8,7.5,3.7,11.9,19.1,97.9
