RK,Team,Year,G,W,L,Conf,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS
22,Los Angeles Lakers*,2015,72,42,30,West,242.4,40.6,86.1,.472,11.1,31.2,.354,29.6,54.8,.539,17.2,23.3,.739,9.7,34.6,24.7,7.8,5.4,15.2,19.1,109.5
23,Charlotte Hornets,2015,72,33,39,East,241.0,39.9,87.8,.455,13.7,37.0,.369,26.3,50.8,.517,15.9,20.9,.761,10.6,33.2,26.8,7.8,4.8,14.8,18.0,109.5
24,Houston Rockets,2015,72,17,55,West,240.3,39.3,88.5,.444,13.8,40.6,.339,25.5,47.9,.532,16.5,22.3,.740,9.3,33.3,23.6,7.6,5.0,14.7,19.5,108.8
25,Miami Heat*,2015,72,40,32,East,241.4,39.2,83.7,.468,12.9,36.2,.358,26.3,47.5,.553,16.7,21.1,.790,8.0,33.5,26.3,7.9,4.0,14.1,18.9,108.1
26,New York Knicks*,2015,72,41,31,East,242.1,39.4,86.5,.456,11.8,30.0,.392,27.7,56.4,.490,16.4,20.9,.784,9.7,35.5,21.4,7.0,5.1,12.9,20.5,107.0
27,Detroit Pistons,2015,72,20,52,East,242.1,38.7,85.6,.452,11.6,32.9,.351,27.1,52.7,.515,17.8,23.4,.759,9.6,33.1,24.2,7.4,5.2,14.9,20.5,106.6
28,Oklahoma City Thunder,2015,72,22,50,West,241.0,38.8,88.0,.441,11.9,35.1,.339,26.9,52.9,.509,15.5,21.3,.725,9.9,35.7,22.1,7.0,4.4,16.1,18.1,105.0
29,Orlando Magic,2015,72,21,51,East,240.7,38.3,89.2,.429,10.9,31.8,.343,27.4,57.4,.476,16.6,21.4,.775,10.4,35.1,21.8,6.9,4.4,12.8,17.2,104.0
30,Cleveland Cavaliers,2015,72,22,50,East,242.1,38.6,85.8,.450,10.0,29.7,.336,28.6,56.0,.510,16.7,22.4,.743,10.4,32.3,23.8,7.8,4.5,15.5,18.2,103.8
1,Golden State Warriors*,2016,82,73,9,West,242.4,42.5,87.3,.487,13.1,31.6,.416,29.4,55.7,.528,16.7,21.8,.763,10.0,36.2,28.9,8.4,6.1,15.2,20.7,114.9
2,Oklahoma City Thunder*,2016,82,55,27,West,241.8,41.1,86.4,.476,8.3,23.7,.349,32.9,62.6,.524,19.7,25.2,.782,13.1,35.6,23.0,7.4,5.9,15.9,20.6,110.2
3,Sacramento Kings,2016,82,33,49,West,241.5,40.0,86.4,.464,8.0,22.4,.359,32.0,64.0,.500,18.5,25.5,.725,10.6,33.7,24.5,8.9,4.5,16.2,20.4,106.6
4,Houston Rockets*,2016,82,41,41,West,241.8,37.7,83.5,.452,10.7,30.9,.347,27.0,52.6,.514,20.4,29.4,.694,11.3,31.7,22.2,10.0,5.2,15.9,21.8,106.5
5,Boston Celtics*,2016,82,48,34,East,241.2,39.2,89.2,.439,8.7,26.1,.335,30.5,63.1,.483,18.5,23.5,.788,11.6,33.3,24.2,9.2,4.2,13.7,21.9,105.7
6,Portland Trail Blazers*,2016,82,44,38,West,241.5,38.6,85.9,.450,10.5,28.5,.370,28.1,57.4,.490,17.4,23.0,.754,11.6,33.9,21.3,6.9,4.6,14.6,21.7,105.1
7,Los Angeles Clippers*,2016,82,53,29,West,241.8,38.3,82.4,.465,9.7,26.7,.364,28.6,55.7,.513,18.2,26.2,.692,8.8,33.3,22.8,8.6,5.6,13.0,21.3,104.5
8,Cleveland Cavaliers*,2016,82,57,25,East,242.1,38.7,84.0,.460,10.7,29.6,.362,27.9,54.4,.514,16.3,21.7,.748,10.6,33.9,22.7,6.7,3.9,13.6,20.3,104.3
9,Washington Wizards,2016,82,41,41,East,240.9,39.5,85.8,.460,8.6,24.2,.358,30.8,61.6,.501,16.5,22.5,.730,9.1,32.8,24.5,8.6,3.9,14.5,20.8,104.1
10,San Antonio Spurs*,2016,82,67,15,West,240.3,40.1,82.9,.484,7.0,18.5,.375,33.2,64.4,.515,16.4,20.4,.803,9.4,34.5,24.5,8.3,5.9,13.1,17.5,103.5
11,Charlotte Hornets*,2016,82,48,34,East,242.1,37.0,84.4,.439,10.6,29.4,.362,26.4,55.0,.479,18.7,23.7,.790,9.0,35.0,21.7,7.3,5.3,12.6,18.1,103.4
12,Atlanta Hawks*,2016,82,48,34,East,241.8,38.6,84.4,.458,9.9,28.4,.350,28.7,56.1,.512,15.6,20.0,.783,8.3,33.8,25.6,9.1,5.9,15.0,19.1,102.8
13,Toronto Raptors*,2016,82,56,26,East,241.2,36.7,81.3,.451,8.6,23.4,.370,28.0,58.0,.483,20.8,26.7,.777,10.2,33.2,18.7,7.8,5.5,13.1,19.6,102.7
14,New Orleans Pelicans,2016,82,30,52,West,241.2,38.5,85.9,.448,8.6,23.8,.360,29.9,62.1,.482,17.3,22.2,.776,9.5,33.1,22.2,7.7,4.2,13.4,20.9,102.7
15,Minnesota Timberwolves,2016,82,29,53,West,242.4,37.7,81.3,.464,5.5,16.4,.338,32.2,64.9,.496,21.4,27.0,.792,10.0,31.5,23.4,8.0,4.6,15.0,20.7,102.4
16,Dallas Mavericks*,2016,82,42,40,West,244.0,37.4,84.1,.444,9.8,28.6,.344,27.5,55.6,.495,17.7,22.3,.794,9.2,33.9,22.1,6.8,3.7,12.8,19.5,102.3
17,Indiana Pacers*,2016,82,45,37,East,242.4,38.3,85.2,.450,8.1,23.0,.351,30.2,62.1,.486,17.4,22.8,.764,10.3,33.9,21.2,9.0,4.8,14.9,20.0,102.2
18,Orlando Magic,2016,82,35,47,East,242.7,39.5,86.8,.455,7.8,22.2,.350,31.8,64.7,.492,15.2,20.1,.757,10.3,33.0,23.6,8.2,5.1,14.1,20.7,102.1
19,Detroit Pistons*,2016,82,44,38,East,242.4,37.9,86.4,.439,9.0,26.2,.345,28.9,60.2,.480,17.1,25.5,.668,12.5,33.9,19.4,7.0,3.7,13.5,19.0,102.0
20,Denver Nuggets,2016,82,33,49,West,241.8,37.7,85.4,.442,8.0,23.7,.338,29.7,61.7,.482,18.5,24.1,.766,11.5,33.1,22.7,7.4,4.8,14.7,21.0,101.9
21,Chicago Bulls,2016,82,42,40,East,242.7,38.6,87.4,.441,7.9,21.4,.371,30.7,66.1,.464,16.5,21.0,.787,11.1,35.2,22.8,6.0,5.7,13.9,18.8,101.6
22,Phoenix Suns,2016,82,23,59,West,240.3,37.2,85.6,.435,9.0,25.8,.348,28.2,59.8,.472,17.5,23.2,.751,11.5,33.3,20.7,7.7,3.8,17.2,22.7,100.9
23,Miami Heat*,2016,82,48,34,East,241.8,38.4,81.7,.470,6.1,18.0,.336,32.3,63.6,.508,17.1,23.0,.744,9.8,34.3,20.8,6.7,6.5,14.1,18.3,100.0
24,Memphis Grizzlies*,2016,82,42,40,West,241.8,36.8,83.6,.440,6.1,18.5,.331,30.7,65.1,.471,19.3,24.7,.783,11.2,30.5,20.7,8.8,4.3,13.3,21.7,99.1
25,Milwaukee Bucks,2016,82,33,49,East,241.8,38.4,82.2,.467,5.4,15.6,.345,33.0,66.6,.495,17.0,22.7,.747,10.5,31.2,23.1,8.2,5.8,15.2,20.7,99.0
26,Brooklyn Nets,2016,82,21,61,East,240.9,38.2,84.4,.453,6.5,18.4,.352,31.8,66.0,.481,15.7,20.7,.757,10.5,31.9,22.3,7.6,4.0,14.8,18.0,98.6
27,New York Knicks,2016,82,32,50,East,241.5,36.9,84.0,.439,7.4,21.5,.346,29.4,62.5,.471,17.2,21.4,.805,10.4,34.0,20.5,5.7,5.7,13.4,19.7,98.4
28,Utah Jazz,2016,82,40,42,West,243.4,36.1,80.4,.449,8.5,23.9,.355,27.6,56.5,.488,17.1,23.0,.744,10.7,32.5,19.0,7.7,5.2,14.9,20.2,97.7
29,Philadelphia 76ers,2016,82,10,72,East,241.5,36.2,84.0,.431,9.3,27.5,.339,26.9,56.5,.476,15.7,22.6,.694,9.5,31.8,21.5,8.3,6.0,16.4,21.7,97.4
30,Los Angeles Lakers,2016,82,17,65,West,240.6,35.1,84.8,.414,7.8,24.6,.317,27.3,60.2,.454,19.3,24.7,.781,10.7,32.3,18.0,7.2,4.1,13.7,20.3,97.3
1,Golden State Warriors*,2017,82,67,15,West,241.2,43.1,87.1,.495,12.0,31.2,.383,31.1,55.8,.557,17.8,22.6,.788,9.4,35.0,30.4,9.6,6.8,14.8,19.3,115.9
2,Houston Rockets*,2017,82,55,27,West,241.2,40.3,87.2,.462,14.4,40.3,.357,25.9,46.9,.552,20.3,26.5,.766,10.9,33.5,25.2,8.2,4.3,15.1,19.9,115.3
3,Denver Nuggets,2017,82,40,42,West,240.9,41.2,87.7,.469,10.6,28.8,.368,30.6,58.9,.519,18.7,24.2,.774,11.8,34.6,25.3,6.9,3.9,15.0,19.1,111.7
4,Cleveland Cavaliers*,2017,82,51,31,East,242.4,39.9,84.9,.470,13.0,33.9,.384,26.9,51.0,.528,17.5,23.3,.748,9.3,34.4,22.7,6.6,4.0,13.7,18.1,110.3
5,Washington Wizards*,2017,82,49,33,East,242.1,41.3,87.0,.475,9.2,24.8,.372,32.1,62.3,.515,17.3,22.1,.784,10.3,32.6,23.9,8.5,4.1,14.2,21.3,109.2
6,Los Angeles Clippers*,2017,82,51,31,West,240.9,39.5,83.2,.475,10.3,27.4,.375,29.3,55.8,.525,19.3,26.0,.745,9.0,34.0,22.5,7.5,4.2,13.0,19.8,108.7
7,Boston Celtics*,2017,82,53,29,East,240.9,38.6,85.1,.454,12.0,33.4,.359,26.6,51.7,.515,18.7,23.2,.807,9.1,32.9,25.2,7.5,4.1,13.3,20.6,108.0
8,Portland Trail Blazers*,2017,82,41,41,West,243.0,39.5,86.1,.459,10.4,27.7,.375,29.2,58.4,.499,18.5,23.7,.780,10.1,33.5,21.1,7.0,5.0,13.7,21.2,107.9
9,Phoenix Suns,2017,82,24,58,West,241.8,39.9,88.5,.450,7.5,22.6,.332,32.4,65.9,.491,20.4,26.3,.776,11.9,33.1,19.6,8.2,4.9,15.4,24.8,107.7
10,Toronto Raptors*,2017,82,51,31,East,241.2,39.2,84.4,.464,8.8,24.3,.363,30.3,60.0,.505,19.7,24.7,.796,10.6,32.6,18.5,8.3,4.9,12.7,20.8,106.9
11,Oklahoma City Thunder*,2017,82,47,35,West,241.5,39.5,87.4,.452,8.4,25.8,.327,31.0,61.6,.504,19.2,25.8,.745,12.2,34.4,21.0,7.9,5.0,15.0,20.9,106.6
12,Brooklyn Nets,2017,82,20,62,East,240.9,37.8,85.2,.444,10.7,31.6,.338,27.1,53.6,.506,19.4,24.6,.788,8.8,35.1,21.4,7.2,4.7,16.5,21.0,105.8
13,Minnesota Timberwolves,2017,82,31,51,West,241.5,39.5,84.4,.467,7.3,21.0,.349,32.1,63.4,.507,19.3,24.2,.799,11.4,31.0,23.7,8.0,4.5,14.0,20.1,105.6
14,San Antonio Spurs*,2017,82,61,21,West,241.5,39.3,83.7,.469,9.2,23.5,.391,30.1,60.2,.500,17.6,22.0,.797,10.0,33.9,23.8,8.0,5.9,13.4,18.3,105.3
15,Indiana Pacers*,2017,82,42,40,East,242.1,39.3,84.5,.465,8.6,23.0,.376,30.6,61.5,.498,17.9,22.1,.810,9.0,33.0,22.5,8.2,5.0,13.8,19.5,105.1
16,Charlotte Hornets,2017,82,36,46,East,241.8,37.7,85.4,.442,10.0,28.6,.351,27.7,56.7,.488,19.4,23.8,.815,8.8,34.8,23.1,7.0,4.8,11.5,16.6,104.9
17,Los Angeles Lakers,2017,82,26,56,West,240.3,39.3,87.4,.450,8.9,25.7,.346,30.4,61.6,.493,17.0,22.6,.754,11.4,32.1,20.9,8.2,3.9,15.2,20.7,104.6
18,New Orleans Pelicans,2017,82,34,48,West,242.7,39.1,87.0,.450,9.4,26.8,.350,29.8,60.2,.495,16.7,22.3,.750,8.6,35.1,22.8,7.8,5.5,12.9,18.2,104.3
19,New York Knicks,2017,82,31,51,East,242.1,39.6,88.5,.447,8.6,24.7,.348,31.0,63.8,.485,16.6,21.1,.788,12.0,33.2,21.8,7.1,5.5,13.9,20.3,104.3
20,Milwaukee Bucks*,2017,82,42,40,East,241.2,38.8,81.9,.474,8.8,23.7,.370,30.0,58.2,.516,17.2,22.4,.768,8.8,31.6,24.2,8.1,5.3,14.0,20.2,103.6
21,Atlanta Hawks*,2017,82,43,39,East,242.4,38.1,84.4,.451,8.9,26.1,.341,29.2,58.3,.501,18.1,24.9,.728,10.3,34.1,23.6,8.2,4.8,15.8,18.2,103.2
22,Miami Heat,2017,82,41,41,East,241.2,39.0,85.8,.455,9.9,27.0,.365,29.2,58.8,.496,15.2,21.6,.706,10.6,33.0,21.2,7.2,5.7,13.4,20.5,103.2
23,Chicago Bulls*,2017,82,41,41,East,241.2,38.6,87.1,.444,7.6,22.3,.340,31.0,64.8,.479,18.0,22.5,.798,12.2,34.1,22.6,7.8,4.8,13.6,17.7,102.9
24,Sacramento Kings,2017,82,32,50,West,242.4,37.9,82.1,.461,9.0,23.9,.376,28.9,58.2,.496,18.1,23.3,.775,8.7,32.3,22.5,7.6,4.0,14.6,20.3,102.8
25,Philadelphia 76ers,2017,82,28,54,East,241.8,37.7,85.3,.442,10.1,29.8,.340,27.5,55.5,.496,17.0,22.0,.771,9.8,33.0,23.8,8.4,5.1,16.7,21.9,102.4
26,Detroit Pistons,2017,82,37,45,East,241.5,39.9,88.8,.449,7.7,23.4,.330,32.2,65.5,.492,13.9,19.3,.719,11.1,34.6,21.1,7.0,3.8,11.9,17.9,101.3
27,Orlando Magic,2017,82,29,53,East,241.5,38.3,87.0,.440,8.5,26.1,.328,29.7,60.9,.488,16.0,21.4,.747,9.8,33.3,22.2,7.1,4.8,13.3,19.3,101.1
28,Utah Jazz*,2017,82,51,31,West,240.9,37.0,79.5,.466,9.6,26.0,.372,27.3,53.5,.511,17.1,22.9,.747,9.4,33.8,20.1,6.7,5.0,13.6,18.8,100.7
29,Memphis Grizzlies*,2017,82,43,39,West,242.7,36.4,83.6,.435,9.4,26.5,.354,27.0,57.1,.473,18.3,23.4,.784,10.8,32.0,21.3,8.0,4.2,12.9,22.4,100.5
30,Dallas Mavericks,2017,82,33,49,West,241.2,36.2,82.3,.440,10.7,30.2,.355,25.5,52.2,.489,14.8,18.5,.801,7.9,30.7,20.8,7.5,3.7,11.9,19.1,97.9
1,Golden State Warriors*,2018,82,58,24,West,240.6,42.8,85.1,.503,11.3,28.9,.391,31.5,56.2,.560,16.6,20.3,.815,8.4,35.1,29.3,8.0,7.5,15.5,19.6,113.5
2,Houston Rockets*,2018,82,65,17,West,240.9,38.7,84.2,.460,15.3,42.3,.362,23.4,41.9,.558,19.6,25.1,.781,9.0,34.5,21.5,8.5,4.8,13.8,19.5,112.4
3,New Orleans Pelicans*,2018,82,48,34,West,243.4,42.7,88.3,.483,10.2,28.2,.362,32.5,60.1,.540,16.1,20.9,.772,8.7,35.7,26.8,8.0,5.9,14.9,19.1,111.7
4,Toronto Raptors*,2018,82,59,23,East,241.8,41.3,87.4,.472,11.8,33.0,.358,29.5,54.4,.541,17.3,21.8,.794,9.8,34.2,24.3,7.6,6.1,13.4,21.7,111.7
5,Cleveland Cavaliers*,2018,82,50,32,East,240.6,40.4,84.8,.476,12.0,32.1,.372,28.4,52.6,.540,18.1,23.3,.779,8.5,33.7,23.4,7.1,3.8,13.7,18.6,110.9
6,Denver Nuggets,2018,82,46,36,West,242.4,40.7,86.6,.470,11.5,30.9,.371,29.2,55.7,.525,17.1,22.3,.767,11.0,33.5,25.1,7.6,4.9,15.0,18.7,110.0
7,Philadelphia 76ers*,2018,82,52,30,East,241.2,40.8,86.6,.472,11.0,29.8,.369,29.9,56.7,.526,17.1,22.8,.752,10.9,36.5,27.1,8.3,5.1,16.5,22.1,109.8
8,Minnesota Timberwolves*,2018,82,47,35,West,241.5,41.0,86.1,.476,8.0,22.5,.357,33.0,63.6,.519,19.4,24.1,.804,10.3,31.6,22.7,8.4,4.2,12.5,18.2,109.5
9,Los Angeles Clippers,2018,82,42,40,West,240.3,40.3,85.4,.471,9.5,26.8,.354,30.8,58.6,.525,19.0,25.5,.743,10.1,33.7,22.3,7.7,4.5,14.7,20.0,109.0
10,Charlotte Hornets,2018,82,36,46,East,241.2,39.0,86.7,.450,10.0,27.2,.369,28.9,59.4,.487,20.2,27.0,.747,10.1,35.4,21.6,6.8,4.5,12.7,17.2,108.2
11,Los Angeles Lakers,2018,82,35,47,West,242.7,40.7,88.4,.461,10.0,29.1,.345,30.7,59.3,.517,16.6,23.3,.714,10.7,35.7,23.8,7.7,4.7,15.8,21.2,108.1
12,Oklahoma City Thunder*,2018,82,48,34,West,241.8,39.9,88.1,.453,10.7,30.4,.354,29.1,57.7,.505,17.3,24.2,.716,12.5,32.6,21.3,9.1,5.0,14.0,20.2,107.9
13,Washington Wizards*,2018,82,43,39,East,242.1,39.9,85.6,.467,9.9,26.5,.375,30.0,59.1,.508,16.8,21.8,.772,10.0,33.1,25.2,7.9,4.3,14.6,21.3,106.6
14,Brooklyn Nets,2018,82,28,54,East,242.1,38.2,86.8,.441,12.7,35.7,.356,25.5,51.1,.500,17.4,22.6,.772,9.7,34.8,23.7,6.2,4.8,15.2,20.6,106.6
15,Milwaukee Bucks*,2018,82,44,38,East,241.8,39.7,83.0,.478,8.8,24.7,.355,31.0,58.3,.531,18.3,23.4,.783,8.4,31.5,23.2,8.8,5.4,13.8,21.4,106.5
16,Indiana Pacers*,2018,82,48,34,East,240.9,40.8,86.4,.472,9.0,24.5,.369,31.8,61.9,.513,14.9,19.2,.779,9.6,32.7,22.2,8.8,4.1,13.3,18.8,105.6
17,Portland Trail Blazers*,2018,82,49,33,West,240.9,39.3,87.0,.452,10.3,28.1,.366,29.0,58.8,.493,16.7,20.9,.800,10.2,35.3,19.5,7.0,5.2,13.5,19.5,105.6
18,New York Knicks,2018,82,29,53,East,241.8,40.7,87.7,.464,8.2,23.3,.352,32.5,64.4,.504,14.9,19.0,.787,10.5,33.6,23.3,6.7,5.1,14.7,20.5,104.5
19,Utah Jazz*,2018,82,48,34,West,240.9,38.3,82.9,.462,10.8,29.6,.366,27.5,53.3,.515,16.8,21.5,.779,9.0,34.2,22.4,8.6,5.1,14.7,19.6,104.1
20,Boston Celtics*,2018,82,55,27,East,241.5,38.3,85.1,.450,11.5,30.4,.377,26.9,54.7,.491,16.0,20.7,.771,9.4,35.1,22.5,7.4,4.5,14.0,19.7,104.0
21,Phoenix Suns,2018,82,21,61,West,240.3,38.5,87.1,.442,9.3,27.9,.334,29.1,59.2,.492,17.7,23.9,.741,10.3,33.9,21.3,6.9,4.5,15.7,22.0,103.9
22,Detroit Pistons,2018,82,39,43,East,241.5,39.1,86.9,.450,10.8,28.9,.373,28.3,58.0,.488,14.7,19.8,.745,10.1,33.6,22.8,7.7,3.9,13.5,18.4,103.8
23,Miami Heat*,2018,82,44,38,East,243.0,38.8,85.3,.455,11.0,30.6,.360,27.8,54.8,.508,14.7,19.5,.755,9.3,34.2,22.7,7.6,5.3,14.4,20.1,103.4
24,Orlando Magic,2018,82,25,57,East,240.6,38.8,85.9,.452,10.3,29.3,.351,28.5,56.5,.504,15.5,20.5,.757,8.8,32.8,23.4,7.6,4.9,14.5,19.3,103.4
25,Atlanta Hawks,2018,82,24,58,East,240.3,38.2,85.5,.446,11.2,31.0,.360,27.0,54.5,.495,15.8,20.2,.785,9.1,32.8,23.7,7.8,4.2,15.6,19.6,103.4
26,Chicago Bulls,2018,82,27,55,East,242.1,38.7,88.8,.435,11.0,31.1,.355,27.6,57.8,.478,14.6,19.2,.759,9.6,35.0,23.5,7.6,3.5,14.0,19.2,102.9
27,San Antonio Spurs*,2018,82,47,35,West,240.6,39.0,85.4,.457,8.5,24.1,.352,30.6,61.2,.499,16.1,20.9,.772,10.4,33.9,22.8,7.7,5.6,13.1,17.2,102.7
28,Dallas Mavericks,2018,82,24,58,West,241.5,38.1,85.9,.444,11.8,32.8,.360,26.4,53.1,.496,14.2,18.7,.763,8.1,33.1,22.7,7.0,3.8,12.3,19.2,102.3
29,Memphis Grizzlies,2018,82,22,60,West,240.3,36.7,82.8,.444,9.2,26.2,.352,27.5,56.5,.486,16.6,21.1,.786,9.5,31.0,21.5,7.5,4.8,15.0,23.2,99.3
30,Sacramento Kings,2018,82,27,55,West,240.9,38.8,86.1,.450,9.0,24.0,.375,29.8,62.1,.479,12.3,16.7,.735,9.5,31.4,21.6,7.8,4.1,13.7,20.0,98.8
1,Milwaukee Bucks*,2019,82,60,22,East,241.2,43.4,91.1,.476,13.5,38.2,.353,29.9,52.9,.565,17.9,23.2,.773,9.3,40.4,26.0,7.5,5.9,13.9,19.6,118.1
2,Golden State Warriors*,2019,82,57,25,West,241.5,44.0,89.8,.491,13.3,34.4,.385,30.8,55.3,.557,16.3,20.4,.801,9.7,36.5,29.4,7.6,6.4,14.3,21.4,117.7
3,New Orleans Pelicans,2019,82,33,49,West,240.9,43.7,92.2,.473,10.3,29.9,.344,33.4,62.4,.536,17.8,23.4,.761,11.1,36.2,27.0,7.4,5.4,14.8,21.1,115.4
4,Philadelphia 76ers*,2019,82,51,31,East,241.5,41.5,88.2,.471,10.8,30.2,.359,30.7,58.0,.529,21.2,27.5,.771,10.9,36.9,26.9,7.4,5.3,14.9,21.3,115.2
5,Los Angeles Clippers*,2019,82,48,34,West,241.8,41.3,87.5,.471,10.0,25.8,.388,31.3,61.7,.507,22.6,28.5,.792,9.7,35.8,24.0,6.8,4.7,14.5,23.3,115.1
6,Portland Trail Blazers*,2019,82,53,29,West,242.1,42.3,90.6,.467,11.0,30.7,.359,31.3,59.8,.523,19.0,23.3,.814,11.8,36.2,23.0,6.7,5.0,13.8,20.4,114.7
7,Oklahoma City Thunder*,2019,82,49,33,West,242.1,42.6,94.0,.454,11.4,32.6,.348,31.3,61.3,.510,17.8,25.0,.713,12.6,35.5,23.4,9.3,5.2,14.0,22.4,114.5
8,Toronto Raptors*,2019,82,58,24,East,242.4,42.2,89.1,.474,12.4,33.8,.366,29.8,55.3,.539,17.7,22.0,.804,9.6,35.6,25.4,8.3,5.3,14.0,21.0,114.4
9,Sacramento Kings,2019,82,39,43,West,240.6,43.2,93.1,.464,11.3,29.9,.378,31.9,63.2,.504,16.5,22.7,.726,11.0,34.4,25.4,8.3,4.4,13.4,21.4,114.2
10,Washington Wizards,2019,82,32,50,East,243.0,42.1,90.1,.468,11.3,33.3,.341,30.8,56.8,.543,18.4,23.9,.768,9.7,32.7,26.3,8.3,4.6,14.1,20.7,114.0
11,Houston Rockets*,2019,82,53,29,West,241.8,39.2,87.4,.449,16.1,45.4,.356,23.1,42.0,.551,19.3,24.4,.791,10.2,31.9,21.2,8.5,4.9,13.3,22.0,113.9
12,Atlanta Hawks,2019,82,29,53,East,242.1,41.4,91.8,.451,13.0,37.0,.352,28.4,54.8,.518,17.6,23.4,.752,11.6,34.5,25.8,8.2,5.1,17.0,23.6,113.3
13,Minnesota Timberwolves,2019,82,36,46,West,241.8,41.6,91.3,.456,10.1,28.7,.351,31.5,62.5,.504,19.1,24.3,.787,11.3,33.5,24.6,8.3,5.0,13.1,20.3,112.5
